"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
32,"24/05/2022","1st Round","Carballes Baena R.","Otte O.",89,59,704,947,3,2,2.2,1.66,2.24,1.73,2.45,1.73,2.3,1.62,5,3.2
32,"24/05/2022","1st Round","Cecchinato M.","Andujar P.",132,98,475,656,3,2,1.9,1.9,2.07,1.85,2.1,1.91,1.98,1.83,5,3.6
32,"24/05/2022","1st Round","Hurkacz H.","Zeppieri G.",13,216,3095,260,3,0,1.12,6,1.19,5.43,1.19,6.75,1.13,5.89,3,2.66666666666667
32,"24/05/2022","1st Round","Sinner J.","Fratangelo B.",12,186,3185,307,3,0,1.06,10,1.06,12.84,1.08,14,1.05,10.75,3,3.33333333333333
32,"24/05/2022","1st Round","Kolar Z.","Pouille L.",134,162,468,360,3,1,1.9,1.9,1.81,2.11,1.91,2.2,1.81,2.01,4,2.25
32,"24/05/2022","1st Round","Johnson S.","Vesely J.",92,73,689,847,3,1,2.3,1.61,2.31,1.69,2.35,1.69,2.25,1.65,4,2.25
32,"24/05/2022","1st Round","Tsitsipas S.","Musetti L.",4,66,5965,867,3,2,1.1,7,1.09,9.54,1.11,9.67,1.09,7.56,5,3
32,"24/05/2022","1st Round","Simon G.","Carreno Busta P.",158,18,391,2135,3,2,13,1.04,13.88,1.05,20.16,1.05,12.92,1.03,5,2.6
32,"25/05/2022","2nd Round","Khachanov K.","Dellien H.",25,90,1620,703,3,1,1.44,2.75,1.48,2.88,1.5,2.9,1.45,2.77,4,2
32,"25/05/2022","2nd Round","Auger-Aliassime F.","Ugo Carabelli C.",9,155,3820,410,3,0,1.1,7,1.12,7.74,1.13,8.5,1.1,6.92,3,3.66666666666667
32,"25/05/2022","2nd Round","Isner J.","Barrere G.",26,210,1616,269,3,1,1.25,4,1.27,4.23,1.3,4.23,1.26,3.85,4,2
32,"25/05/2022","2nd Round","Bedene A.","Cuevas P.",195,149,291,418,3,1,2.5,1.53,2.64,1.55,2.86,1.62,2.58,1.51,4,1.75
32,"25/05/2022","2nd Round","Norrie C.","Kubler J.",11,160,3455,367,3,0,1.08,8,1.09,9.46,1.1,14.75,1.07,8.51,3,2.66666666666667
32,"25/05/2022","2nd Round","Zapata Miralles B.","Fritz T.",131,14,475,2920,3,1,2.75,1.44,2.76,1.51,3,1.51,2.75,1.46,4,3.5
32,"25/05/2022","2nd Round","Krajinovic F.","Gojo B.",55,223,965,249,3,1,1.16,5,1.19,5.42,1.21,5.8,1.17,5.09,4,3
32,"25/05/2022","2nd Round","Zverev A.","Baez S.",3,36,7075,1178,3,2,1.14,5.5,1.2,5.3,1.2,6.5,1.16,5.24,5,3.4
32,"25/05/2022","2nd Round","Schwartzman D.","Munar J.",16,87,2505,710,3,2,1.33,3.4,1.4,3.23,1.41,3.41,1.36,3.15,5,3.4
32,"25/05/2022","2nd Round","Alcaraz C.","Ramos-Vinolas A.",6,44,4648,1058,3,2,1.03,15,1.04,16.69,1.05,21,1.03,13.98,5,2.2
32,"25/05/2022","2nd Round","Djokovic N.","Molcan A.",1,38,8660,1163,3,0,1.03,15,1.03,18.33,1.05,19,1.03,13.91,3,2.66666666666667
32,"25/05/2022","2nd Round","Nakashima B.","Griekspoor T.",75,58,827,949,3,0,2.62,1.5,2.56,1.57,2.78,1.59,2.55,1.52,3,2.33333333333333
32,"25/05/2022","2nd Round","Van De Zandschulp B.","Fognini F.",29,51,1344,976,2,0,1.57,2.37,1.61,2.49,1.64,2.6,1.58,2.41,2,2
32,"25/05/2022","2nd Round","Dimitrov G.","Coric B.",21,279,1740,183,3,0,1.25,4,1.29,4.05,1.32,4.15,1.27,3.8,3,3.66666666666667
32,"25/05/2022","2nd Round","Korda S.","Gasquet R.",30,70,1326,853,3,0,1.4,3,1.47,2.92,1.47,3.1,1.42,2.88,3,2.33333333333333
32,"25/05/2022","2nd Round","Nadal R.","Moutet C.",5,139,5525,451,3,0,1.03,15,1.04,15.03,1.05,34,1.03,13.88,3,3.33333333333333
32,"26/05/2022","2nd Round","Ruud C.","Ruusuvuori E.",8,61,3940,920,3,0,1.12,6,1.12,7.38,1.15,7.75,1.11,6.8,3,3
32,"26/05/2022","2nd Round","Rune H.","Laaksonen H.",40,96,1159,668,3,0,1.12,6,1.13,7.01,1.16,7.01,1.12,6.35,3,3.33333333333333
32,"26/05/2022","2nd Round","Medvedev D.","Djere L.",2,56,7980,956,3,0,1.36,3.2,1.41,3.17,1.43,3.21,1.38,3.07,3,2.66666666666667
32,"26/05/2022","2nd Round","Kecmanovic M.","Bublik A.",31,42,1316,1083,3,1,1.2,4.5,1.2,5.28,1.22,5.5,1.18,4.85,4,3.25
32,"26/05/2022","2nd Round","Goffin D.","Tiafoe F.",48,27,1023,1599,3,1,1.66,2.2,1.66,2.36,1.71,2.36,1.65,2.26,4,2.5
32,"26/05/2022","2nd Round","Gaston H.","Cachin P.",74,153,828,412,3,0,1.9,1.9,2.14,1.79,2.14,2.03,1.93,1.88,3,2.66666666666667
32,"26/05/2022","2nd Round","Cilic M.","Fucsovics M.",23,57,1695,955,3,1,1.44,2.75,1.51,2.76,1.51,2.9,1.46,2.71,4,2.75
32,"26/05/2022","2nd Round","Sonego L.","Sousa J.",35,63,1190,906,3,0,1.4,3,1.4,3.21,1.47,3.21,1.39,3.01,3,2
32,"26/05/2022","2nd Round","Mcdonald M.","Basilashvili N.",60,24,941,1628,3,0,2.5,1.53,2.71,1.52,2.78,1.55,2.58,1.51,3,3.33333333333333
32,"26/05/2022","2nd Round","Hurkacz H.","Cecchinato M.",13,132,3095,475,3,0,1.14,5.5,1.15,6.57,1.17,6.9,1.13,6.05,3,3.66666666666667
32,"26/05/2022","2nd Round","Garin C.","Ivashka I.",37,50,1168,1010,3,1,1.5,2.62,1.55,2.65,1.59,2.8,1.51,2.59,4,2.25
32,"26/05/2022","2nd Round","Ymer M.","Evans D.",95,32,672,1232,3,1,2.75,1.44,2.68,1.53,3,1.56,2.61,1.5,4,3.25
32,"26/05/2022","2nd Round","Simon G.","Johnson S.",158,92,391,689,3,0,2.62,1.5,2.86,1.48,2.86,1.55,2.67,1.48,3,2.66666666666667
32,"26/05/2022","2nd Round","Tsitsipas S.","Kolar Z.",4,134,5965,468,3,1,1.02,17,0.972,35.02,1.04,35.02,1.01,19.24,4,1.5
32,"26/05/2022","2nd Round","Sinner J.","Carballes Baena R.",12,89,3185,704,3,1,1.07,9,1.06,11.73,1.11,11.73,1.06,9.33,4,2.5
32,"26/05/2022","2nd Round","Rublev A.","Delbonis F.",7,65,3945,894,3,1,1.12,6,1.14,6.88,1.14,7.6,1.12,6.52,4,3.25
32,"27/05/2022","3rd Round","Schwartzman D.","Dimitrov G.",16,21,2505,1740,3,0,2.37,1.57,2.46,1.62,2.6,1.63,2.4,1.58,3,4
32,"27/05/2022","3rd Round","Auger-Aliassime F.","Krajinovic F.",9,55,3820,965,3,0,1.3,3.5,1.29,4.01,1.35,4.03,1.28,3.7,3,1.33333333333333
32,"27/05/2022","3rd Round","Djokovic N.","Bedene A.",1,195,8660,291,3,0,1.01,21,1.01,28.96,1.03,34,1.01,20.76,3,3.33333333333333
32,"27/05/2022","3rd Round","Nadal R.","Van De Zandschulp B.",5,29,5525,1344,3,0,1.05,11,1.08,10.61,1.09,11.25,1.06,9.63,3,3
32,"27/05/2022","3rd Round","Zapata Miralles B.","Isner J.",131,26,475,1616,3,2,2.37,1.57,2.37,1.66,2.51,1.71,2.38,1.59,5,2.2
32,"27/05/2022","3rd Round","Zverev A.","Nakashima B.",3,75,7075,827,3,0,1.08,8,1.1,8.66,1.12,9.25,1.08,7.89,3,1.66666666666667
32,"27/05/2022","3rd Round","Khachanov K.","Norrie C.",25,11,1620,3455,3,1,2.5,1.53,2.63,1.55,2.78,1.62,2.53,1.53,4,2.5
32,"27/05/2022","3rd Round","Alcaraz C.","Korda S.",6,30,4648,1326,3,0,1.16,5,1.19,5.34,1.2,5.5,1.17,5.11,3,2.66666666666667
32,"28/05/2022","3rd Round","Sinner J.","Mcdonald M.",12,60,3185,941,3,0,1.07,9,1.08,9.97,1.1,11.5,1.07,8.57,3,2.33333333333333
32,"28/05/2022","3rd Round","Rublev A.","Garin C.",7,37,3945,1168,3,1,1.25,4,1.27,4.23,1.3,4.6,1.25,3.98,4,2.5
32,"28/05/2022","3rd Round","Medvedev D.","Kecmanovic M.",2,31,7980,1316,3,0,1.66,2.2,1.66,2.37,1.7,2.4,1.65,2.26,3,3.33333333333333
32,"28/05/2022","3rd Round","Cilic M.","Simon G.",23,158,1695,391,3,0,1.22,4.33,1.24,4.57,1.27,5.5,1.2,4.7,3,4.33333333333333
32,"28/05/2022","3rd Round","Hurkacz H.","Goffin D.",13,48,3095,1023,3,0,1.66,2.2,1.72,2.25,1.76,2.4,1.67,2.23,3,3.66666666666667
32,"28/05/2022","3rd Round","Tsitsipas S.","Ymer M.",4,95,5965,672,3,0,1.05,11,1.04,15.04,1.06,16,1.04,11.77,3,4.33333333333333
32,"28/05/2022","3rd Round","Ruud C.","Sonego L.",8,35,3940,1190,3,2,1.16,5,1.16,6.18,1.18,6.75,1.14,5.77,5,3
32,"28/05/2022","3rd Round","Rune H.","Gaston H.",40,74,1159,828,3,0,1.3,3.5,1.34,3.56,1.36,3.6,1.33,3.36,3,3
32,"29/05/2022","4th Round","Djokovic N.","Schwartzman D.",1,16,8660,2505,3,0,1.07,9,1.09,9.64,1.1,12.75,1.07,8.8,3,3.66666666666667
32,"29/05/2022","4th Round","Zverev A.","Zapata Miralles B.",3,131,7075,475,3,0,1.06,10,1.06,12.16,1.08,13.75,1.05,10.24,3,2
32,"29/05/2022","4th Round","Nadal R.","Auger-Aliassime F.",5,9,5525,3820,3,2,1.14,5.5,1.15,6.54,1.19,6.88,1.14,5.82,5,3.2
32,"29/05/2022","4th Round","Alcaraz C.","Khachanov K.",6,25,4648,1620,3,0,1.1,7,1.11,8.06,1.12,9.25,1.09,7.64,3,3
32,"30/05/2022","4th Round","Ruud C.","Hurkacz H.",8,13,3940,3095,3,1,1.57,2.37,1.62,2.45,1.66,3.03,1.57,2.43,4,3.25
32,"30/05/2022","4th Round","Rune H.","Tsitsipas S.",40,4,1159,5965,3,1,4.5,1.2,4.45,1.25,4.8,1.27,4.37,1.22,4,2.5
32,"30/05/2022","4th Round","Rublev A.","Sinner J.",7,12,3945,3185,1,1,1.8,2,1.88,2.04,1.91,2.1,1.82,2.01,2,4.5
32,"30/05/2022","4th Round","Cilic M.","Medvedev D.",23,2,1695,7980,3,0,3.75,1.28,3.94,1.3,4.1,1.33,3.73,1.28,3,3.66666666666667
32,"31/05/2022","Quarterfinals","Zverev A.","Alcaraz C.",3,6,7075,4648,3,1,4.33,1.22,3.93,1.3,4.36,1.3,3.97,1.25,4,1.75
32,"31/05/2022","Quarterfinals","Nadal R.","Djokovic N.",5,1,5525,8660,3,1,2.75,1.44,2.9,1.47,3.1,1.5,2.85,1.44,4,2.75
32,"01/06/2022","Quarterfinals","Cilic M.","Rublev A.",23,7,1695,3945,3,2,2.1,1.72,2.14,1.79,2.31,1.8,2.15,1.72,5,2.2
32,"01/06/2022","Quarterfinals","Ruud C.","Rune H.",8,40,3940,1159,3,1,1.44,2.75,1.43,3.05,1.5,3.12,1.44,2.82,4,2.75
32,"03/06/2022","Semifinals","Nadal R.","Zverev A.",5,3,5525,7075,1,0,1.33,3.4,1.38,3.32,1.41,3.5,1.35,3.3,1,1
32,"03/06/2022","Semifinals","Ruud C.","Cilic M.",8,23,3940,1695,3,1,1.44,2.75,1.45,2.97,1.5,3.08,1.44,2.83,4,3.25
32,"05/06/2022","The Final","Nadal R.","Ruud C.",5,8,5525,3940,3,0,1.16,5.5,1.19,5.53,1.22,6,1.18,5.09,3,4
