"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
33,"28/05/17","1st Round","Trungelliti M.","Halys Q.",162,126,348,453,3,2,2,1.8,2.2,1.75,2.2,1.85,2.05,1.76,5,1.8
33,"28/05/17","1st Round","Thiem D.","Tomic B.",7,39,4145,1015,3,0,1.01,17,1.04,16.3,1.04,17,1.03,13.47,3,4
33,"28/05/17","1st Round","Robredo T.","Evans D.",274,55,192,854,3,1,1.61,2.3,1.65,2.4,1.69,2.4,1.63,2.27,4,3
33,"28/05/17","1st Round","Pouille L.","Benneteau J.",17,98,2320,554,3,2,1.08,8,1.08,9.87,1.08,10.1,1.07,8.53,5,2.2
33,"28/05/17","1st Round","Bellucci T.","Lajovic D.",61,81,827,669,3,1,1.53,2.5,1.56,2.6,1.56,2.65,1.52,2.53,4,2
33,"28/05/17","1st Round","Haase R.","De Minaur A.",46,240,948,224,3,0,1.14,5.5,1.16,6.05,1.18,6.95,1.15,5.46,3,4
33,"29/05/17","1st Round","Bedene A.","Harrison R.",52,42,898,998,3,1,1.25,4,1.25,4.46,1.25,4.46,1.23,4.08,4,4
33,"29/05/17","1st Round","Stakhovsky S.","Lu Y.H.",123,60,458,828,3,0,1.5,2.62,1.43,3.05,1.52,3.07,1.46,2.7,3,2
33,"29/05/17","1st Round","Raonic M.","Darcis S.",6,38,4450,1016,3,0,1.08,8,1.1,8.67,1.1,8.75,1.08,7.7,3,3
33,"29/05/17","1st Round","Schwartzman D.","Rublev A.",41,118,1005,483,3,2,1.12,6,1.13,7.05,1.14,7.1,1.12,6.2,5,3
33,"29/05/17","1st Round","Basilashvili N.","Simon G.",63,32,811,1200,3,1,2.75,1.44,2.95,1.46,3.08,1.5,2.79,1.43,4,4
33,"29/05/17","1st Round","Troicki V.","Donskoy E.",35,99,1135,554,3,0,1.16,5,1.21,5,1.21,5.05,1.19,4.68,3,3
33,"29/05/17","1st Round","Bautista Agut R.","Millman J.",18,142,2155,416,3,1,1.04,13,1.04,15.92,1.05,16.5,1.03,12.04,4,4.75
33,"29/05/17","1st Round","Vesely J.","Sock J.",57,15,840,2415,3,0,3,1.4,3.44,1.36,3.44,1.41,3.14,1.36,3,2.33333333333333
33,"29/05/17","1st Round","Johnson S.","Sugita Y.",26,78,1565,674,3,2,1.22,4.33,1.21,5,1.23,5,1.2,4.5,5,2.2
33,"29/05/17","1st Round","Sousa J.","Tipsarevic J.",59,58,830,840,3,1,1.9,1.9,1.93,1.97,1.95,1.97,1.89,1.9,4,2.75
33,"29/05/17","1st Round","Djokovic N.","Granollers M.",2,77,7445,675,3,0,1.01,21,1.02,22.73,1.02,26.86,1.01,17.56,3,3
33,"29/05/17","1st Round","Napolitano S.","Zverev M.",187,31,293,1311,3,1,3.5,1.3,3.35,1.38,3.55,1.4,3.29,1.33,4,3
33,"29/05/17","1st Round","Dutra Silva R.","Youzhny M.",380,86,121,624,3,2,1.66,2.2,1.74,2.22,1.74,2.3,1.68,2.17,5,2.4
33,"29/05/17","1st Round","Goffin D.","Mathieu P.H.",12,120,3055,471,3,0,1.07,9,1.08,10.44,1.08,10.5,1.06,8.97,3,4
33,"29/05/17","1st Round","Nadal R.","Paire B.",4,45,5375,950,3,0,1.01,21,1.02,22.73,1.02,26.86,1.02,17.1,3,4
33,"29/05/17","1st Round","Bolelli S.","Mahut N.",470,48,78,935,3,0,1.8,2,1.75,2.2,1.83,2.2,1.78,2.02,3,3.33333333333333
33,"29/05/17","1st Round","Coric B.","Bourgue M.",40,156,1011,358,3,0,1.1,7,1.13,7.05,1.13,7.45,1.11,6.7,3,2.66666666666667
33,"29/05/17","1st Round","Seppi A.","Giraldo S.",83,107,651,517,3,1,1.66,2.2,1.77,2.18,1.77,2.2,1.71,2.12,4,3.75
33,"29/05/17","1st Round","Kravchuk K.","Delbonis F.",129,139,446,420,3,0,6.5,1.11,6.2,1.16,6.6,1.16,5.97,1.13,3,2
33,"29/05/17","1st Round","Cilic M.","Gulbis E.",8,230,3765,230,3,0,1.06,10,1.06,12.02,1.08,12.02,1.06,9.26,3,3
33,"29/05/17","1st Round","Ferrer D.","Young D.",33,51,1185,910,3,2,1.14,5.5,1.16,6.16,1.16,6.62,1.13,5.82,5,2.4
33,"29/05/17","1st Round","Estrella Burgos V.","Gabashvili T.",90,146,595,401,3,2,2.62,1.5,2.73,1.52,2.75,1.57,2.57,1.5,5,2.6
33,"29/05/17","1st Round","Cuevas P.","Hamou M.",23,287,1865,181,3,0,1.06,10,1.07,11,1.09,11,1.06,9.17,3,3
33,"29/05/17","1st Round","Lopez F.","Fratangelo B.",36,138,1115,425,3,0,1.5,2.62,1.51,2.76,1.57,2.78,1.51,2.58,3,2
33,"29/05/17","1st Round","Kicker N.","Dzumhur D.",87,96,624,565,3,1,2.62,1.5,2.84,1.49,2.84,1.61,2.62,1.49,4,3
33,"29/05/17","1st Round","Fognini F.","Tiafoe F.",29,68,1350,769,3,2,1.3,3.5,1.4,3.25,1.42,3.5,1.35,3.2,5,3.8
33,"29/05/17","1st Round","Gasquet R.","De Greef A.",25,127,1605,452,3,1,1.11,6.5,1.11,8.02,1.13,8.14,1.1,6.99,4,3.75
33,"29/05/17","1st Round","Herbert P.H.","Donaldson J.",82,72,662,731,3,0,1.72,2.1,1.72,2.25,1.73,2.28,1.68,2.19,3,1.66666666666667
33,"30/05/17","1st Round","Istomin D.","Escobedo E.",80,75,669,685,3,0,2,1.8,1.99,1.92,2,1.92,1.95,1.84,3,2
33,"30/05/17","1st Round","Kyrgios N.","Kohlschreiber P.",19,43,2155,990,3,0,1.53,2.5,1.56,2.62,1.56,2.75,1.51,2.53,3,2.33333333333333
33,"30/05/17","1st Round","Klizan M.","Lokoli L.",50,285,925,183,3,2,1.22,4.33,1.27,4.22,1.28,4.7,1.24,4.09,5,2.8
33,"30/05/17","1st Round","Del Potro J. M.","Pella G.",30,115,1325,489,3,0,1.25,4,1.34,3.56,1.34,4,1.29,3.62,3,3.66666666666667
33,"30/05/17","1st Round","Dolgopolov O.","Berlocq C.",89,64,611,801,3,0,2.1,1.72,2.27,1.71,2.32,1.72,2.22,1.65,3,2.33333333333333
33,"30/05/17","1st Round","Chung H.","Querrey S.",67,28,781,1495,3,1,2.1,1.72,2.02,1.88,2.18,1.88,2.04,1.77,4,2.75
33,"30/05/17","1st Round","Wawrinka S.","Kovalik J.",3,152,5695,376,3,0,1.07,9,1.05,13.9,1.08,13.9,1.04,10.68,3,2.66666666666667
33,"30/05/17","1st Round","Anderson K.","Jaziri M.",56,71,845,741,3,0,1.12,6,1.15,6.35,1.15,6.5,1.13,5.91,3,1.66666666666667
33,"30/05/17","1st Round","Almagro N.","Baghdatis M.",69,62,755,825,3,1,1.44,2.75,1.45,3,1.48,3.1,1.43,2.83,4,1.75
33,"30/05/17","1st Round","Verdasco F.","Zverev A.",37,10,1085,3150,3,1,5,1.16,5.23,1.2,5.38,1.2,4.92,1.17,4,2.75
33,"30/05/17","1st Round","Khachanov K.","Jarry N.",53,207,896,262,3,1,1.28,3.75,1.29,4.05,1.29,5,1.22,4.27,4,2.75
33,"30/05/17","1st Round","Nishikori K.","Kokkinakis T.",9,NA,3650,NA,3,1,1.02,17,1.03,17.65,1.03,18.5,1.02,14.08,4,2.75
33,"30/05/17","1st Round","Chardy J.","Albot R.",74,88,705,613,3,0,1.14,5.5,1.17,6.02,1.17,6.02,1.14,5.5,3,2.33333333333333
33,"30/05/17","1st Round","Murray A.","Kuznetsov An.",1,73,10370,705,3,1,1.16,5,1.18,5.55,1.18,5.8,1.16,5.09,4,3.5
33,"30/05/17","1st Round","Lorenzi P.","Berankis R.",34,188,1153,290,3,0,1.3,3.5,1.32,3.74,1.32,3.74,1.3,3.5,3,4
33,"30/05/17","1st Round","Monfils G.","Brown D.",16,76,2365,685,3,0,1.08,8,1.1,8.67,1.1,8.67,1.08,7.69,3,3.33333333333333
33,"30/05/17","1st Round","Monteiro T.","Muller A.",95,330,570,145,3,2,1.08,8,1.13,7.05,1.13,8,1.11,6.69,5,2.8
33,"30/05/17","1st Round","Edmund K.","Elias G.",49,108,933,512,3,0,1.3,3.5,1.34,3.56,1.38,3.56,1.33,3.32,3,3
33,"30/05/17","1st Round","Isner J.","Thompson J.",22,92,2020,592,3,1,1.25,4,1.2,5.24,1.27,5.24,1.22,4.28,4,2.25
33,"30/05/17","1st Round","Berdych T.","Struff J.L.",14,47,2885,943,3,1,1.2,4.5,1.24,4.65,1.24,5,1.2,4.54,4,3.5
33,"31/05/17","1st Round","Olivo R.","Tsonga J.W.",91,11,593,3120,3,1,15,1.03,22.73,1.02,26.86,1.03,16.04,1.02,4,1.75
33,"31/05/17","2nd Round","Goffin D.","Stakhovsky S.",12,123,3055,458,3,1,1.04,13,1.04,15.92,1.05,15.92,1.04,12.12,4,3
33,"31/05/17","2nd Round","Johnson S.","Coric B.",26,40,1565,1011,3,1,2.62,1.5,2.61,1.56,2.63,1.59,2.53,1.52,4,2.25
33,"31/05/17","2nd Round","Thiem D.","Bolelli S.",7,470,4145,78,3,0,1.05,11,1.05,13.9,1.06,14.35,1.04,11.14,3,3.33333333333333
33,"31/05/17","2nd Round","Schwartzman D.","Napolitano S.",41,187,1005,293,3,0,1.12,6,1.17,6.02,1.2,6.06,1.15,5.45,3,3
33,"31/05/17","2nd Round","Zeballos H.","Karlovic I.",65,24,793,1820,3,0,1.66,2.2,1.77,2.18,1.77,2.25,1.71,2.13,3,1.66666666666667
33,"31/05/17","2nd Round","Dimitrov G.","Robredo T.",13,274,2900,192,3,0,1.16,5,1.15,6.35,1.2,6.35,1.16,5.25,3,2.33333333333333
33,"31/05/17","2nd Round","Basilashvili N.","Troicki V.",63,35,811,1135,3,0,1.72,2.1,1.88,2.02,1.94,2.13,1.78,2.03,3,1
33,"31/05/17","2nd Round","Garcia-Lopez G.","Trungelliti M.",153,162,372,348,3,0,1.57,2.37,1.71,2.28,1.71,2.45,1.61,2.31,3,2
33,"31/05/17","2nd Round","Djokovic N.","Sousa J.",2,59,7445,830,3,0,1.01,21,1.02,24.52,1.03,24.52,1.02,16.77,3,3.33333333333333
33,"31/05/17","2nd Round","Nadal R.","Haase R.",4,46,5375,948,3,0,1.01,21,1.02,24.52,1.02,28.75,1.01,18.55,3,3.33333333333333
33,"31/05/17","2nd Round","Raonic M.","Dutra Silva R.",6,380,4450,121,3,1,1.05,11,1.05,13.44,1.07,15,1.04,11.12,4,2.75
33,"31/05/17","2nd Round","Ramos-Vinolas A.","Bonzi B.",20,266,2065,198,3,0,1.03,15,1.07,11,1.07,15,1.04,11.19,3,4.66666666666667
33,"31/05/17","2nd Round","Carreno Busta P.","Daniel T.",21,102,2045,544,3,1,1.1,7,1.1,8.83,1.12,8.83,1.09,7.27,4,3
33,"31/05/17","2nd Round","Pouille L.","Bellucci T.",17,61,2320,827,3,0,1.3,3.5,1.33,3.64,1.35,3.64,1.31,3.44,3,3.33333333333333
33,"31/05/17","2nd Round","Bautista Agut R.","Kukushkin M.",18,85,2155,630,3,1,1.12,6,1.14,6.7,1.16,6.7,1.13,5.96,4,2.5
33,"31/05/17","2nd Round","Vesely J.","Bedene A.",57,52,840,898,3,1,2.2,1.66,2.37,1.66,2.37,1.8,2.21,1.66,4,2.75
33,"01/06/17","2nd Round","Cilic M.","Kravchuk K.",8,129,3765,446,3,0,1.02,19,1.04,16.99,1.04,21,1.02,14.39,3,3.66666666666667
33,"01/06/17","2nd Round","Lopez F.","Ferrer D.",36,33,1115,1185,3,2,2.5,1.53,2.52,1.6,2.63,1.62,2.43,1.56,5,2.2
33,"01/06/17","2nd Round","Isner J.","Lorenzi P.",22,34,2020,1153,3,0,1.4,3,1.39,3.27,1.4,3.27,1.37,3.08,3,1.66666666666667
33,"01/06/17","2nd Round","Khachanov K.","Berdych T.",53,14,896,2885,3,0,4,1.25,4.31,1.26,4.31,1.28,4.04,1.24,3,2
33,"01/06/17","2nd Round","Nishikori K.","Chardy J.",9,74,3650,705,3,0,1.28,3.75,1.28,4.12,1.29,4.33,1.26,3.87,3,3.33333333333333
33,"01/06/17","2nd Round","Del Potro J. M.","Almagro N.",30,69,1325,755,1,1,1.2,4.5,1.2,5.23,1.21,5.25,1.19,4.76,2,3
33,"01/06/17","2nd Round","Wawrinka S.","Dolgopolov O.",3,89,5695,611,3,0,1.14,5.5,1.18,5.66,1.2,5.66,1.15,5.3,3,1.66666666666667
33,"01/06/17","2nd Round","Chung H.","Istomin D.",67,80,781,669,3,0,1.3,3.5,1.3,3.88,1.36,4,1.3,3.54,3,4
33,"01/06/17","2nd Round","Murray A.","Klizan M.",1,50,10370,925,3,1,1.07,9,1.08,10.16,1.09,10.16,1.07,8.5,4,2.5
33,"01/06/17","2nd Round","Fognini F.","Seppi A.",29,83,1350,651,3,0,1.4,3,1.41,3.16,1.43,3.16,1.39,2.98,3,2.33333333333333
33,"01/06/17","2nd Round","Anderson K.","Kyrgios N.",56,19,845,2155,3,1,3.25,1.36,3.33,1.38,3.35,1.38,3.19,1.35,4,3.25
33,"01/06/17","2nd Round","Edmund K.","Olivo R.",49,91,933,593,3,0,1.28,3.75,1.32,3.78,1.32,4,1.28,3.69,3,3.33333333333333
33,"01/06/17","2nd Round","Monfils G.","Monteiro T.",16,95,2365,570,3,0,1.1,7,1.11,8.17,1.11,8.17,1.1,7.01,3,4
33,"01/06/17","2nd Round","Cuevas P.","Kicker N.",23,87,1865,624,3,0,1.07,9,1.1,8.67,1.11,10.25,1.07,8.53,3,2
33,"01/06/17","2nd Round","Verdasco F.","Herbert P.H.",37,82,1085,662,3,2,1.3,3.5,1.3,3.9,1.32,3.9,1.29,3.55,5,2.8
33,"01/06/17","2nd Round","Gasquet R.","Estrella Burgos V.",25,90,1605,595,3,0,1.1,7,1.11,8.04,1.11,8.5,1.09,7.27,3,4.33333333333333
33,"02/06/17","3rd Round","Zeballos H.","Goffin D.",65,12,793,3055,0,0,7,1.1,8.16,1.11,8.16,1.13,6.8,1.1,0,Inf
33,"02/06/17","3rd Round","Carreno Busta P.","Dimitrov G.",21,13,2045,2900,3,0,2.3,1.61,2.36,1.68,2.4,1.71,2.26,1.64,3,2.33333333333333
33,"02/06/17","3rd Round","Bautista Agut R.","Vesely J.",18,57,2155,840,3,0,1.4,3,1.41,3.2,1.43,3.25,1.38,3.06,3,2.66666666666667
33,"02/06/17","3rd Round","Raonic M.","Garcia-Lopez G.",6,153,4450,372,1,0,1.08,8,1.1,9.05,1.12,9.5,1.08,7.82,1,6
33,"02/06/17","3rd Round","Nadal R.","Basilashvili N.",4,63,5375,811,3,0,1.01,26,1.02,27.78,1.02,33.5,1.01,19.6,3,5.66666666666667
33,"02/06/17","3rd Round","Thiem D.","Johnson S.",7,26,4145,1565,3,0,1.1,7,1.1,8.73,1.12,8.73,1.09,7.21,3,3
33,"02/06/17","3rd Round","Djokovic N.","Schwartzman D.",2,41,7445,1005,3,2,1.05,11,1.07,11.6,1.07,11.88,1.05,9.72,5,3.6
33,"02/06/17","3rd Round","Ramos-Vinolas A.","Pouille L.",20,17,2065,2320,3,2,2,1.8,2.07,1.86,2.09,2.1,1.98,1.83,5,3.6
33,"03/06/17","3rd Round","Cilic M.","Lopez F.",8,36,3765,1115,3,0,1.16,5,1.2,5.45,1.21,5.45,1.18,4.76,3,3.66666666666667
33,"03/06/17","3rd Round","Anderson K.","Edmund K.",56,49,845,933,3,2,1.57,2.37,1.72,2.27,1.72,2.42,1.61,2.31,5,2.2
33,"03/06/17","3rd Round","Murray A.","Del Potro J. M.",1,30,10370,1325,3,0,1.33,3.4,1.36,3.5,1.36,3.5,1.34,3.23,3,3
33,"03/06/17","3rd Round","Verdasco F.","Cuevas P.",37,23,1085,1865,3,0,2.62,1.5,2.57,1.58,2.9,1.58,2.62,1.49,3,4
33,"03/06/17","3rd Round","Wawrinka S.","Fognini F.",3,29,5695,1350,3,0,1.25,4,1.28,4.15,1.3,4.33,1.26,3.83,3,3.66666666666667
33,"04/06/17","3rd Round","Nishikori K.","Chung H.",9,67,3650,781,3,2,1.3,3.5,1.33,3.71,1.36,3.71,1.31,3.42,5,2.6
33,"04/06/17","3rd Round","Khachanov K.","Isner J.",53,22,896,2020,3,1,2.2,1.66,2.14,1.81,2.25,1.81,2.13,1.71,4,1.5
33,"04/06/17","3rd Round","Monfils G.","Gasquet R.",16,25,2365,1605,1,1,1.61,2.3,1.71,2.3,1.75,2.3,1.66,2.21,2,2
33,"04/06/17","4th Round","Carreno Busta P.","Raonic M.",21,6,2045,4450,3,2,2.5,1.53,2.74,1.53,2.74,1.63,2.46,1.55,5,1.6
33,"04/06/17","4th Round","Nadal R.","Bautista Agut R.",4,18,5375,2155,3,0,1.02,19,1.03,21.1,1.04,21.1,1.02,15.35,3,4.33333333333333
33,"04/06/17","4th Round","Thiem D.","Zeballos H.",7,65,4145,793,3,0,1.04,13,1.05,14.88,1.1,15.08,1.04,11.54,3,4.33333333333333
33,"04/06/17","4th Round","Djokovic N.","Ramos-Vinolas A.",2,20,7445,2065,3,0,1.1,7,1.13,7.47,1.15,8.75,1.1,6.92,3,3
33,"05/06/17","4th Round","Murray A.","Khachanov K.",1,53,10370,896,3,0,1.12,6,1.14,6.92,1.2,7.01,1.13,6.06,3,2.33333333333333
33,"05/06/17","4th Round","Nishikori K.","Verdasco F.",9,37,3650,1085,3,1,1.61,2.25,1.69,2.33,1.71,2.41,1.64,2.28,4,4
33,"05/06/17","4th Round","Wawrinka S.","Monfils G.",3,16,5695,2365,3,0,1.3,3.5,1.4,3.28,1.4,3.7,1.32,3.41,3,2.33333333333333
33,"05/06/17","4th Round","Cilic M.","Anderson K.",8,56,3765,845,1,0,1.25,4,1.27,4.31,1.3,4.35,1.25,3.98,1,6
33,"07/06/17","Quarterfinals","Thiem D.","Djokovic N.",7,2,4145,7445,3,0,2.75,1.44,3,1.46,3.05,1.46,2.85,1.43,3,3.33333333333333
33,"07/06/17","Quarterfinals","Nadal R.","Carreno Busta P.",4,21,5375,2045,1,0,1.02,19,1.03,21.1,1.04,26,1.02,16,1,6
33,"07/06/17","Quarterfinals","Murray A.","Nishikori K.",1,9,10370,3650,3,1,1.25,4,1.25,4.55,1.3,4.55,1.24,4.1,4,3.75
33,"07/06/17","Quarterfinals","Wawrinka S.","Cilic M.",3,8,5695,3765,3,0,1.4,3,1.43,3.14,1.47,3.15,1.41,2.94,3,3.66666666666667
33,"09/06/17","Semifinals","Wawrinka S.","Murray A.",3,1,5695,10370,3,2,1.66,2.2,1.75,2.25,1.75,2.3,1.69,2.19,5,2.4
33,"09/06/17","Semifinals","Nadal R.","Thiem D.",4,7,5375,4145,3,0,1.2,4.5,1.25,4.61,1.3,4.87,1.22,4.41,3,3.66666666666667
33,"11/06/17","The Final","Nadal R.","Wawrinka S.",4,3,5375,5695,3,0,1.2,5,1.21,5.3,1.25,5.3,1.2,4.79,3,4
33,"27/05/18","1st Round","Albot R.","Barrere G.",97,197,634,303,3,2,2,1.8,2.12,1.81,2.18,1.91,2.06,1.77,5,3.8
33,"27/05/18","1st Round","Dzumhur D.","Kudla D.",29,113,1415,471,3,0,1.44,2.75,1.48,2.86,1.54,3.02,1.46,2.72,3,3.33333333333333
33,"27/05/18","1st Round","Dimitrov G.","Safwat M.",5,182,4870,320,3,0,1.05,2.26,1.62,2.26,1.03,25,1.02,19,3,2.66666666666667
33,"27/05/18","1st Round","Donaldson J.","Jarry N.",57,61,910,888,3,2,2.75,1.44,2.8,1.5,2.86,1.55,2.67,1.48,5,2.6
33,"27/05/18","1st Round","Monfils G.","Benchetrit E.",37,306,1220,166,3,1,1.16,5,1.2,5.24,1.2,6.13,1.17,5.18,4,4.25
33,"27/05/18","1st Round","Klizan M.","Djere L.",117,101,463,596,3,1,1.5,2.62,1.46,2.95,1.57,2.95,1.51,2.58,4,2.25
33,"27/05/18","1st Round","Carreno Busta P.","Kovalik J.",11,146,2415,383,3,1,1.16,5,1.19,5.42,1.22,5.8,1.17,5.13,4,2.5
33,"27/05/18","1st Round","Nishikori K.","Janvier M.",21,307,1710,165,3,0,1.04,13,1.04,15.08,1.06,15.72,1.03,12.49,3,2
33,"27/05/18","1st Round","Moutet C.","Karlovic I.",141,92,398,665,3,0,2.1,1.72,2.27,1.71,2.3,1.77,2.18,1.69,3,2
33,"27/05/18","1st Round","Verdasco F.","Nishioka Y.",35,266,1280,207,3,2,1.25,4,1.25,4.46,1.29,4.55,1.25,4.05,5,1.8
33,"27/05/18","1st Round","Berrettini M.","Otte O.",96,156,639,351,3,1,1.61,2.3,1.65,2.4,1.69,2.4,1.63,2.3,4,3.5
33,"27/05/18","1st Round","Pouille L.","Medvedev D.",16,53,2030,974,3,0,1.2,4.5,1.22,4.85,1.3,4.85,1.22,4.37,3,3
33,"27/05/18","1st Round","Andreozzi G.","Fritz T.",108,68,506,849,3,2,1.5,2.62,1.54,2.66,1.57,2.66,1.51,2.57,5,2.8
33,"27/05/18","1st Round","Zverev A.","Berankis R.",3,102,5615,594,3,0,1.01,21,1.01,25.99,1.03,28.5,1.01,20.11,3,4.66666666666667
33,"27/05/18","1st Round","Goffin D.","Haase R.",9,44,3020,1155,3,2,1.14,5.5,1.16,6.28,1.17,6.28,1.15,5.52,5,3.4
33,"27/05/18","1st Round","Delbonis F.","Bellucci T.",69,278,835,201,3,1,1.53,2.5,1.53,2.71,1.58,2.71,1.51,2.56,4,4
33,"28/05/18","1st Round","Cecchinato M.","Copil M.",72,94,806,662,3,2,1.4,2.75,1.48,2.86,1.48,3,1.44,2.8,5,2.6
33,"28/05/18","1st Round","Garcia-Lopez G.","Wawrinka S.",67,30,850,1400,3,2,2.2,1.66,2.3,1.69,2.33,1.76,2.22,1.67,5,2.6
33,"28/05/18","1st Round","Paire B.","Carballes Baena R.",51,76,1020,753,3,1,1.4,3,1.4,3.22,1.44,3.22,1.38,3.04,4,2.5
33,"28/05/18","1st Round","Tsitsipas S.","Taberner C.",39,213,1212,278,3,1,1.14,5.5,1.11,8.05,1.14,8.5,1.1,7.07,4,2
33,"28/05/18","1st Round","Gulbis E.","Muller G.",160,34,342,1300,3,1,1.4,3,1.5,2.8,1.5,3,1.43,2.83,4,2.75
33,"28/05/18","1st Round","Khachanov K.","Haider-Maurer A.",38,412,1220,96,3,0,1.06,11,1.04,15.92,1.07,15.92,1.04,11.48,3,2.33333333333333
33,"28/05/18","1st Round","Trungelliti M.","Tomic B.",190,206,313,291,3,1,2.1,1.72,2.34,1.68,2.34,1.75,2.13,1.71,4,2
33,"28/05/18","1st Round","Norrie C.","Gojowczyk P.",85,43,682,1175,1,0,2.5,1.53,2.6,1.56,2.6,1.58,2.49,1.54,1,7
33,"28/05/18","1st Round","Lajovic D.","Vesely J.",60,80,894,720,3,0,1.44,2.75,1.48,2.86,1.48,2.94,1.45,2.77,3,3.66666666666667
33,"28/05/18","1st Round","Bautista Agut R.","Istomin D.",13,100,2120,602,3,2,1.08,9,1.09,9.01,1.1,9.6,1.08,8.35,5,2.8
33,"28/05/18","1st Round","Munar J.","Ferrer D.",155,41,356,1190,3,2,2.75,1.44,2.8,1.5,2.9,1.5,2.77,1.44,5,2
33,"28/05/18","1st Round","Djokovic N.","Dutra Silva R.",22,134,1665,421,3,0,1.06,11,1.06,12.02,1.07,12.5,1.05,10.45,3,2.33333333333333
33,"28/05/18","1st Round","Coric B.","Kohlschreiber P.",40,24,1200,1620,3,1,1.72,2.1,1.69,2.3,1.74,2.3,1.68,2.19,4,2.75
33,"28/05/18","1st Round","Thiem D.","Ivashka I.",8,119,3355,462,3,0,1.07,10,1.05,13.9,1.08,14.5,1.05,11.12,3,3.66666666666667
33,"28/05/18","1st Round","Giraldo S.","Baghdatis M.",315,84,159,689,0,1,1.44,2.75,1.43,3.05,1.51,3.05,1.45,2.77,1,4
33,"28/05/18","1st Round","Pavlasek A.","Basic M.",185,81,317,717,3,1,1.5,2.62,1.47,2.9,1.54,2.9,1.49,2.65,4,2.75
33,"28/05/18","1st Round","Ruud C.","Thompson J.",157,91,350,669,3,2,1.33,3.4,1.28,4.14,1.33,4.15,1.27,3.76,5,3.2
33,"28/05/18","1st Round","Simon G.","Basilashvili N.",65,77,870,747,3,1,1.57,2.37,1.56,2.6,1.62,2.63,1.56,2.44,4,2.75
33,"28/05/18","1st Round","Ramos-Vinolas A.","Kukushkin M.",36,83,1260,694,3,0,1.61,2.3,1.66,2.37,1.67,2.39,1.62,2.3,3,2.66666666666667
33,"28/05/18","1st Round","Jaziri M.","Youzhny M.",63,98,872,616,3,2,1.3,3.5,1.32,3.74,1.33,3.8,1.3,3.55,5,3.8
33,"28/05/18","1st Round","Querrey S.","Tiafoe F.",15,58,2095,903,3,0,2.1,1.72,2.2,1.75,2.21,1.77,2.13,1.72,3,3.33333333333333
33,"28/05/18","1st Round","Schwartzman D.","Hemery C.",12,130,2165,430,3,0,1.11,7,1.11,8.05,1.14,8.5,1.1,7.04,3,4.33333333333333
33,"28/05/18","1st Round","Gasquet R.","Seppi A.",32,50,1395,1045,3,0,1.36,3.2,1.33,3.64,1.39,3.64,1.35,3.26,3,4.66666666666667
33,"29/05/18","1st Round","Cuevas P.","Bedene A.",75,66,755,850,3,0,1.66,2.2,1.72,2.25,1.73,2.31,1.69,2.19,3,3
33,"29/05/18","1st Round","Cilic M.","Duckworth J.",4,1072,4950,8,3,0,1.01,21,1.01,25.99,1.03,28.4,1.01,19.49,3,2
33,"29/05/18","1st Round","Struff J.L.","Donskoy E.",71,79,830,726,3,0,1.4,3,1.38,3.33,1.44,3.33,1.38,3.1,3,4.66666666666667
33,"29/05/18","1st Round","Marterer M.","Harrison R.",70,56,831,920,3,0,1.66,2.2,1.71,2.27,1.71,2.33,1.67,2.21,3,3.33333333333333
33,"29/05/18","1st Round","Hurkacz H.","Sandgren T.",188,54,315,953,3,1,2.37,1.57,2.52,1.59,2.55,1.64,2.4,1.58,4,3.5
33,"29/05/18","1st Round","Shapovalov D.","Millman J.",25,59,1573,901,3,0,1.4,3,1.47,2.9,1.49,3.2,1.41,2.92,3,2.66666666666667
33,"29/05/18","1st Round","Anderson K.","Lorenzi P.",7,74,3635,780,3,0,1.11,7,1.12,7.73,1.15,7.73,1.11,6.55,3,3.66666666666667
33,"29/05/18","1st Round","Fabbiano T.","Ebden M.",115,73,466,794,3,2,1.3,3.5,1.31,3.85,1.35,3.85,1.3,3.49,5,3
33,"29/05/18","1st Round","Isner J.","Rubin N.",10,173,2980,327,3,0,1.16,5,1.14,6.69,1.04,23,1.03,16.14,3,1.66666666666667
33,"29/05/18","1st Round","Fucsovics M.","Pospisil V.",45,88,1122,673,3,0,1.16,5,1.19,5.42,1.21,5.5,1.18,5.07,3,2.33333333333333
33,"29/05/18","1st Round","Fognini F.","Andujar P.",18,128,1940,431,3,0,1.3,3.5,1.36,3.48,1.37,3.6,1.33,3.35,3,3.66666666666667
33,"29/05/18","1st Round","Edmund K.","De Minaur A.",17,105,1950,541,3,0,1.12,6,1.12,7.42,1.16,7.42,1.12,6.45,3,3
33,"29/05/18","1st Round","Zeballos H.","Sugita Y.",103,48,590,1070,3,1,1.44,2.75,1.47,2.93,1.47,3.49,1.43,2.84,4,2.25
33,"29/05/18","1st Round","Pella G.","Sousa J.",78,49,728,1051,3,0,2,1.8,1.92,1.99,2,1.99,1.93,1.87,3,3
33,"29/05/18","1st Round","Bemelmans R.","Bhambri Y.",110,93,490,665,3,0,1.9,1.9,1.87,2.04,1.97,2.04,1.86,1.95,3,3
33,"29/05/18","1st Round","Johnson S.","Mannarino A.",46,26,1110,1535,3,0,1.5,2.62,1.5,2.8,1.52,2.8,1.48,2.68,3,3
