"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
33,"24/05/16","1st Round","Sousa J.","Dzumhur D.",29,73,1275,747,2,6,7,6,6,4,7,5,NA,NA,3,1,1.53,2.37,1.75,2.2,1.75,2.45,1.61,2.3
33,"24/05/16","1st Round","Garcia-Lopez G.","De Bakker T.",51,120,865,506,6,4,6,4,5,7,7,6,NA,NA,3,1,1.18,4.5,1.31,3.85,1.31,4.75,1.23,4.14
33,"24/05/16","1st Round","Djokovic N.","Lu Y.H.",1,95,16150,602,6,4,6,1,6,1,NA,NA,NA,NA,3,0,1,51,1.01,71,1.01,71,1.01,29.7
33,"24/05/16","1st Round","Baghdatis M.","Muller G.",39,42,1067,1020,7,5,6,4,6,1,NA,NA,NA,NA,3,0,1.33,3.25,1.43,3.05,1.43,3.25,1.38,2.99
33,"24/05/16","1st Round","Almagro N.","Kohlschreiber P.",49,26,899,1485,5,7,6,2,6,2,6,4,NA,NA,3,1,2.75,1.4,3.3,1.37,3.3,1.5,2.72,1.45
33,"24/05/16","1st Round","Mahut N.","Berankis R.",44,50,976,885,7,6,6,2,6,1,NA,NA,NA,NA,3,0,1.57,2.25,1.72,2.25,1.83,2.48,1.61,2.28
33,"24/05/16","1st Round","Bautista Agut R.","Tursunov D.",16,480,2015,75,6,3,6,3,6,1,NA,NA,NA,NA,3,0,1.02,17,1.04,15.92,1.05,17,1.03,13.27
33,"24/05/16","1st Round","Vesely J.","Ram R.",60,70,815,752,6,4,6,4,6,7,6,0,NA,NA,3,1,1.11,6.5,1.18,5.63,1.18,6.5,1.15,5.41
33,"24/05/16","1st Round","Robert S.","Anderson K.",90,20,628,1840,6,4,6,2,1,6,7,5,NA,NA,3,1,2.75,1.4,2.97,1.45,3,1.48,2.85,1.41
33,"24/05/16","1st Round","Granollers M.","Fognini F.",56,33,844,1205,7,5,6,4,6,3,NA,NA,NA,NA,3,0,2.75,1.4,2.86,1.48,2.86,1.51,2.67,1.46
33,"24/05/16","1st Round","Ferrer D.","Donskoy E.",11,75,2740,713,6,1,6,2,6,0,NA,NA,NA,NA,3,0,1.05,11,1.06,12.52,1.06,13,1.05,10.57
33,"24/05/16","1st Round","Tsonga J.W.","Struff J.L.",7,101,3355,578,6,3,6,4,6,4,NA,NA,NA,NA,3,0,1.12,6,1.17,5.91,1.17,6.14,1.13,5.65
33,"24/05/16","1st Round","Mathieu P.H.","Giraldo S.",65,122,771,499,6,4,6,7,6,4,1,6,6,3,3,2,1.57,2.25,1.65,2.4,1.66,2.5,1.59,2.33
33,"24/05/16","1st Round","Monaco J.","Istomin D.",92,64,620,771,3,6,6,4,6,3,7,5,NA,NA,3,1,1.28,3.5,1.17,6.13,1.32,6.15,1.27,3.69
33,"24/05/16","1st Round","Berlocq C.","Lorenzi P.",126,54,462,855,6,3,6,0,6,2,NA,NA,NA,NA,3,0,1.72,2,1.81,2.11,1.86,2.11,1.81,1.97
33,"24/05/16","1st Round","Gulbis E.","Seppi A.",80,38,701,1095,6,3,7,5,6,4,NA,NA,NA,NA,3,0,1.72,2,1.9,2.01,1.92,2.02,1.86,1.92
33,"24/05/16","1st Round","Goffin D.","Barrere G.",13,242,2570,223,6,3,6,3,6,4,NA,NA,NA,NA,3,0,1.01,26,1.02,24.52,1.02,27.25,1.01,18.36
33,"25/05/16","1st Round","Zverev A.","Herbert P.H.",41,84,1060,695,5,7,6,2,7,6,7,5,NA,NA,3,1,1.3,3.4,1.32,3.79,1.33,3.79,1.3,3.51
33,"25/05/16","2nd Round","Karlovic I.","Thompson J.",28,94,1280,608,6,7,6,3,7,6,6,7,12,10,3,2,1.44,2.62,1.53,2.7,1.53,2.8,1.47,2.63
33,"25/05/16","2nd Round","Verdasco F.","Dodig I.",52,77,855,708,6,2,6,1,6,3,NA,NA,NA,NA,3,0,1.22,4,1.27,4.22,1.27,4.5,1.22,4.44
33,"25/05/16","2nd Round","Nishikori K.","Kuznetsov An.",6,40,4470,1063,6,3,6,3,6,3,NA,NA,NA,NA,3,0,1.07,9,1.08,10.16,1.08,10.25,1.06,8.92
33,"25/05/16","2nd Round","Sock J.","Brown D.",25,116,1505,520,6,3,7,6,6,2,NA,NA,NA,NA,3,0,1.18,4.5,1.24,4.65,1.25,4.65,1.21,4.26
33,"25/05/16","2nd Round","Gabashvili T.","Paire B.",79,21,706,1641,6,3,6,2,3,6,6,2,NA,NA,3,1,2.75,1.4,2.94,1.46,3,1.49,2.78,1.43
33,"25/05/16","2nd Round","Wawrinka S.","Daniel T.",4,93,6315,614,7,6,6,3,6,4,NA,NA,NA,NA,3,0,1.02,17,1.03,20.5,1.03,20.5,1.02,14.72
33,"25/05/16","2nd Round","Chardy J.","Pavlasek A.",32,132,1265,442,6,4,6,2,6,4,NA,NA,NA,NA,3,0,1.11,6.5,1.13,7.5,1.14,7.5,1.12,6.34
33,"25/05/16","2nd Round","Ramos-Vinolas A.","Trungelliti M.",55,166,853,323,6,3,6,4,7,5,NA,NA,NA,NA,3,0,1.22,4,1.27,4.26,1.29,4.32,1.25,3.87
33,"25/05/16","2nd Round","Murray A.","Bourgue M.",2,164,8435,326,6,2,2,6,4,6,6,2,6,3,3,2,1.005,34,1.01,41,1.01,51,1.01,22.81
33,"25/05/16","2nd Round","Isner J.","Edmund K.",17,82,1965,701,6,4,6,4,6,4,NA,NA,NA,NA,3,0,1.57,2.25,1.65,2.4,1.65,2.45,1.58,2.35
33,"25/05/16","2nd Round","Kyrgios N.","Sijsling I.",19,123,1855,484,6,3,6,2,6,1,NA,NA,NA,NA,3,0,1.03,15,1.04,15.92,1.04,17,1.03,13.28
33,"25/05/16","2nd Round","Simon G.","Pella G.",18,48,1945,899,4,6,1,6,7,5,7,6,6,4,3,2,1.36,3,1.42,3.11,1.43,3.11,1.38,2.97
33,"25/05/16","2nd Round","Troicki V.","Lajovic D.",24,81,1535,701,6,7,6,3,6,0,NA,NA,NA,NA,2,1,1.36,3,1.5,2.8,1.5,3.2,1.41,2.85
33,"25/05/16","2nd Round","Gasquet R.","Fratangelo B.",12,103,2725,567,6,1,7,6,6,3,NA,NA,NA,NA,3,0,1.05,11,1.08,10.44,1.08,11.5,1.06,9.52
33,"25/05/16","2nd Round","Martin A.","Pouille L.",133,31,438,1266,6,3,7,5,6,3,NA,NA,NA,NA,3,0,5.5,1.14,5.85,1.17,5.85,1.17,5.33,1.15
33,"25/05/16","2nd Round","Raonic M.","Mannarino A.",9,58,2785,825,6,1,7,6,6,1,NA,NA,NA,NA,3,0,1.07,9,1.08,10.16,1.08,10.16,1.07,8.51
33,"26/05/16","2nd Round","Bedene A.","Carreno Busta P.",66,43,765,995,7,6,6,3,4,6,5,7,6,2,3,2,4,1.22,3.9,1.3,4.33,1.3,3.86,1.25
33,"26/05/16","2nd Round","Cuevas P.","Halys Q.",27,154,1450,347,7,6,6,3,7,6,NA,NA,NA,NA,3,0,1.14,5.5,1.16,6.16,1.17,6.55,1.14,5.5
33,"26/05/16","2nd Round","Berdych T.","Jaziri M.",8,72,2850,751,6,1,2,6,6,2,6,4,NA,NA,3,1,1.05,11,1.08,10.44,1.08,12.1,1.06,9.69
33,"26/05/16","2nd Round","Gulbis E.","Sousa J.",80,29,701,1275,6,2,7,5,6,3,NA,NA,NA,NA,3,0,2.2,1.61,2.2,1.75,2.25,1.75,2.13,1.7
33,"26/05/16","2nd Round","Thiem D.","Garcia-Lopez G.",15,51,2430,865,7,5,6,4,7,6,NA,NA,NA,NA,3,0,1.2,4.33,1.2,5.24,1.2,5.24,1.18,4.77
33,"26/05/16","2nd Round","Bautista Agut R.","Mathieu P.H.",16,65,2015,771,7,6,6,4,6,1,NA,NA,NA,NA,3,0,1.16,5,1.21,5.12,1.21,5.25,1.18,4.81
33,"26/05/16","2nd Round","Nadal R.","Bagnis F.",5,99,5675,590,6,3,6,0,6,3,NA,NA,NA,NA,3,0,1.005,34,1.01,31,1.01,42.25,1.01,22.38
33,"26/05/16","2nd Round","Coric B.","Tomic B.",47,22,935,1625,3,6,6,2,7,6,7,6,NA,NA,3,1,1.18,4.5,1.26,4.34,1.26,4.6,1.22,4.23
33,"26/05/16","2nd Round","Djokovic N.","Darcis S.",1,161,16150,331,7,5,6,3,6,4,NA,NA,NA,NA,3,0,1.005,34,1.01,41,1.01,52.25,1.01,23
33,"26/05/16","2nd Round","Zverev A.","Robert S.",41,90,1060,628,6,1,3,6,6,1,6,4,NA,NA,3,1,1.3,3.4,1.4,3.22,1.4,3.4,1.34,3.22
33,"26/05/16","2nd Round","Tsonga J.W.","Baghdatis M.",7,39,3355,1067,6,7,3,6,6,3,6,2,6,2,3,2,1.12,6,1.14,6.93,1.17,6.93,1.12,5.95
33,"26/05/16","2nd Round","Goffin D.","Berlocq C.",13,126,2570,462,7,5,6,1,6,4,NA,NA,NA,NA,3,0,1.12,6,1.16,6.16,1.16,6.4,1.13,5.87
33,"26/05/16","2nd Round","Granollers M.","Mahut N.",56,44,844,976,6,3,6,2,1,0,NA,NA,NA,NA,2,0,1.36,3,1.45,3,1.46,3.1,1.4,2.89
33,"26/05/16","2nd Round","Almagro N.","Vesely J.",49,60,899,815,6,4,6,4,6,3,NA,NA,NA,NA,3,0,1.36,3,1.47,2.9,1.48,3,1.42,2.8
33,"26/05/16","2nd Round","Lopez F.","Estrella Burgos V.",23,87,1550,670,6,3,7,6,6,3,NA,NA,NA,NA,3,0,1.36,3,1.44,3.01,1.44,3.05,1.4,2.92
33,"26/05/16","2nd Round","Ferrer D.","Monaco J.",11,92,2740,620,6,7,6,3,6,4,6,2,NA,NA,3,1,1.3,3.4,1.36,3.35,1.36,3.55,1.33,3.26
33,"27/05/16","3rd Round","Raonic M.","Martin A.",9,133,2785,438,7,6,6,2,6,3,NA,NA,NA,NA,3,0,1.03,15,1.04,16.32,1.04,18.5,1.03,13.7
33,"27/05/16","3rd Round","Ramos-Vinolas A.","Sock J.",55,25,853,1505,6,7,6,4,6,4,4,6,6,4,3,2,2.62,1.5,2.7,1.54,2.7,1.56,2.56,1.5
33,"27/05/16","3rd Round","Murray A.","Karlovic I.",2,28,8435,1280,6,1,6,4,7,6,NA,NA,NA,NA,3,0,1.06,10,1.08,10.36,1.08,11.44,1.06,9.05
33,"27/05/16","3rd Round","Nishikori K.","Verdasco F.",6,52,4470,855,6,3,6,4,3,6,2,6,6,4,3,2,1.12,6,1.15,6.55,1.17,6.79,1.13,5.8
33,"27/05/16","3rd Round","Gasquet R.","Kyrgios N.",12,19,2725,1855,6,2,7,6,6,2,NA,NA,NA,NA,3,0,2.1,1.72,2.17,1.79,2.17,1.91,2.07,1.75
33,"27/05/16","3rd Round","Isner J.","Gabashvili T.",17,79,1965,706,7,6,4,6,2,6,6,4,6,2,3,2,1.5,2.62,1.53,2.74,1.61,2.76,1.51,2.54
33,"27/05/16","3rd Round","Wawrinka S.","Chardy J.",4,32,6315,1265,6,4,6,3,7,5,NA,NA,NA,NA,3,0,1.14,5.5,1.18,5.77,1.19,5.77,1.16,5.26
33,"27/05/16","3rd Round","Troicki V.","Simon G.",24,18,1535,1945,6,4,6,2,6,2,NA,NA,NA,NA,3,0,3.4,1.33,3.67,1.34,3.68,1.38,3.36,1.32
33,"28/05/16","3rd Round","Granollers M.","Nadal R.",56,5,844,5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.02,22.73,1.03,25,1.03,16.82,1.02
33,"28/05/16","3rd Round","Thiem D.","Zverev A.",15,41,2430,1060,6,7,6,3,6,3,6,3,NA,NA,3,1,1.22,4.33,1.24,4.72,1.27,4.72,1.22,4.2
33,"28/05/16","3rd Round","Ferrer D.","Lopez F.",11,23,2740,1550,6,4,7,6,6,1,NA,NA,NA,NA,3,0,1.16,5,1.19,5.61,1.21,5.61,1.17,4.95
33,"28/05/16","3rd Round","Goffin D.","Almagro N.",13,49,2570,899,6,2,4,6,6,3,4,6,6,2,3,2,1.44,2.75,1.49,2.87,1.53,2.87,1.46,2.68
33,"28/05/16","3rd Round","Gulbis E.","Tsonga J.W.",80,7,701,3355,2,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.75,1.44,2.8,1.51,2.9,1.51,2.7,1.45
33,"28/05/16","3rd Round","Berdych T.","Cuevas P.",8,27,2850,1450,4,6,6,3,6,3,7,5,NA,NA,3,1,1.61,2.3,1.7,2.31,1.71,2.38,1.63,2.25
33,"28/05/16","3rd Round","Bautista Agut R.","Coric B.",16,47,2015,935,6,2,6,3,6,3,NA,NA,NA,NA,3,0,1.4,3,1.41,3.21,1.44,3.25,1.37,3.01
33,"28/05/16","3rd Round","Djokovic N.","Bedene A.",1,66,16150,765,6,2,6,3,6,3,NA,NA,NA,NA,3,0,1.005,34,1.01,41,1.02,41,1.01,22.03
33,"29/05/16","4th Round","Ramos-Vinolas A.","Raonic M.",55,9,853,2785,6,2,6,4,6,4,NA,NA,NA,NA,3,0,4.5,1.2,5.01,1.22,5.5,1.23,4.55,1.19
33,"29/05/16","4th Round","Wawrinka S.","Troicki V.",4,24,6315,1535,7,6,6,7,6,3,6,2,NA,NA,3,1,1.1,7,1.12,8.03,1.14,8.03,1.11,6.67
33,"29/05/16","4th Round","Murray A.","Isner J.",2,17,8435,1965,7,6,6,4,6,3,NA,NA,NA,NA,3,0,1.08,8,1.09,9.81,1.1,10,1.08,8.22
33,"29/05/16","4th Round","Gasquet R.","Nishikori K.",12,6,2725,4470,6,4,6,2,4,6,6,2,NA,NA,3,1,3,1.4,3.22,1.41,3.22,1.46,2.97,1.4
33,"01/06/16","4th Round","Djokovic N.","Bautista Agut R.",1,16,16150,2015,3,6,6,4,6,1,7,5,NA,NA,3,1,1.01,21,1.03,14.73,1.02,25.49,1.01,17.46
33,"01/06/16","4th Round","Goffin D.","Gulbis E.",13,80,2570,701,4,6,6,2,6,2,6,3,NA,NA,3,1,1.33,3.4,1.51,2.65,1.35,3.75,1.3,3.45
33,"01/06/16","4th Round","Berdych T.","Ferrer D.",8,11,2850,2740,6,3,7,5,6,3,NA,NA,NA,NA,3,0,2.2,1.66,2.23,1.69,2.3,1.78,2.15,1.69
33,"01/06/16","4th Round","Thiem D.","Granollers M.",15,56,2430,844,6,2,6,7,6,1,6,4,NA,NA,3,1,1.1,7,1.23,4.44,1.11,9,1.09,7.24
33,"01/06/16","Quarterfinals","Murray A.","Gasquet R.",2,12,8435,2725,5,7,7,6,6,0,6,2,NA,NA,3,1,1.33,3.5,1.35,3.61,1.36,3.75,1.32,3.4
33,"01/06/16","Quarterfinals","Wawrinka S.","Ramos-Vinolas A.",4,55,6315,853,6,2,6,1,7,6,NA,NA,NA,NA,3,0,1.11,6.5,1.12,7.66,1.13,7.66,1.11,6.55
33,"02/06/16","Quarterfinals","Thiem D.","Goffin D.",15,13,2430,2570,4,6,7,6,6,4,6,1,NA,NA,3,1,1.53,2.5,1.67,2.37,1.7,2.5,1.59,2.36
33,"02/06/16","Quarterfinals","Djokovic N.","Berdych T.",1,8,16150,2850,6,3,7,5,6,3,NA,NA,NA,NA,3,0,1.06,10,1.07,9.9,1.1,11.45,1.07,9.05
33,"03/06/16","Semifinals","Djokovic N.","Thiem D.",1,15,16150,2430,6,2,6,1,6,4,NA,NA,NA,NA,3,0,1.08,8,1.11,8.75,1.12,8.75,1.09,7.62
33,"03/06/16","Semifinals","Murray A.","Wawrinka S.",2,4,8435,6315,6,4,6,2,4,6,6,2,NA,NA,3,1,1.72,2.1,1.8,2.18,1.82,2.2,1.75,2.07
33,"05/06/16","The Final","Djokovic N.","Murray A.",1,2,16150,8435,3,6,6,1,6,2,6,4,NA,NA,3,1,1.3,3.5,1.35,3.67,1.35,3.8,1.32,3.48
33,"28/05/17","1st Round","Zeballos H.","Mannarino A.",65,54,793,871,7,5,6,3,6,4,NA,NA,NA,NA,3,0,2,1.8,2.09,1.83,2.09,1.91,1.98,1.82
33,"28/05/17","1st Round","Garcia-Lopez G.","Muller G.",153,27,372,1530,7,6,6,7,6,2,6,2,NA,NA,3,1,3,1.4,3.22,1.4,3.22,1.46,2.97,1.45
33,"28/05/17","1st Round","Ramos-Vinolas A.","Copil M.",20,94,2065,577,6,7,6,1,6,4,6,2,NA,NA,3,1,1.2,4.5,1.22,4.85,1.23,4.85,1.21,4.41
33,"28/05/17","1st Round","Bonzi B.","Medvedev D.",266,66,198,782,5,7,6,4,6,1,3,1,NA,NA,2,1,2.75,1.44,2.95,1.46,2.95,1.48,2.76,1.44
33,"28/05/17","1st Round","Daniel T.","Janowicz J.",102,164,544,345,6,4,6,4,6,4,NA,NA,NA,NA,3,0,1.72,2.1,1.69,2.3,1.77,2.31,1.68,2.17
33,"28/05/17","1st Round","Carreno Busta P.","Mayer F.",21,44,2045,967,6,4,6,2,6,2,NA,NA,NA,NA,3,0,1.08,8,1.09,9.35,1.17,9.35,1.08,7.84
33,"28/05/17","1st Round","Dimitrov G.","Robert S.",13,114,2900,490,6,2,6,3,6,4,NA,NA,NA,NA,3,0,1.01,17,1.03,17.65,1.04,17.65,1.03,13.69
33,"28/05/17","1st Round","Karlovic I.","Tsitsipas S.",24,205,1820,264,7,6,7,5,6,4,NA,NA,NA,NA,3,0,1.66,2.2,1.75,2.2,1.75,2.33,1.69,2.16
33,"28/05/17","1st Round","Kukushkin M.","Sandgren T.",85,113,630,494,6,2,6,1,6,4,NA,NA,NA,NA,3,0,1.44,2.75,1.5,2.8,1.5,2.88,1.44,2.74
33,"28/05/17","1st Round","Trungelliti M.","Halys Q.",162,126,348,453,3,6,6,7,7,6,6,4,6,4,3,2,2,1.8,2.2,1.75,2.2,1.85,2.05,1.76
33,"28/05/17","1st Round","Thiem D.","Tomic B.",7,39,4145,1015,6,4,6,0,6,2,NA,NA,NA,NA,3,0,1.01,17,1.04,16.3,1.04,17,1.03,13.47
33,"28/05/17","1st Round","Robredo T.","Evans D.",274,55,192,854,5,7,6,4,6,3,6,1,NA,NA,3,1,1.61,2.3,1.65,2.4,1.69,2.4,1.63,2.27
33,"28/05/17","1st Round","Pouille L.","Benneteau J.",17,98,2320,554,7,6,3,6,4,6,6,3,6,4,3,2,1.08,8,1.08,9.87,1.08,10.1,1.07,8.53
33,"28/05/17","1st Round","Bellucci T.","Lajovic D.",61,81,827,669,4,6,7,5,6,4,6,4,NA,NA,3,1,1.53,2.5,1.56,2.6,1.56,2.65,1.52,2.53
33,"28/05/17","1st Round","Haase R.","De Minaur A.",46,240,948,224,6,2,6,3,6,1,NA,NA,NA,NA,3,0,1.14,5.5,1.16,6.05,1.18,6.95,1.15,5.46
33,"29/05/17","1st Round","Bedene A.","Harrison R.",52,42,898,998,6,4,6,0,3,6,6,1,NA,NA,3,1,1.25,4,1.25,4.46,1.25,4.46,1.23,4.08
33,"29/05/17","1st Round","Stakhovsky S.","Lu Y.H.",123,60,458,828,6,3,6,4,7,6,NA,NA,NA,NA,3,0,1.5,2.62,1.43,3.05,1.52,3.07,1.46,2.7
33,"29/05/17","1st Round","Raonic M.","Darcis S.",6,38,4450,1016,6,3,6,4,6,2,NA,NA,NA,NA,3,0,1.08,8,1.1,8.67,1.1,8.75,1.08,7.7
33,"29/05/17","1st Round","Schwartzman D.","Rublev A.",41,118,1005,483,0,6,6,4,6,2,6,7,9,7,3,2,1.12,6,1.13,7.05,1.14,7.1,1.12,6.2
33,"29/05/17","1st Round","Basilashvili N.","Simon G.",63,32,811,1200,1,6,6,2,6,4,6,1,NA,NA,3,1,2.75,1.44,2.95,1.46,3.08,1.5,2.79,1.43
33,"29/05/17","1st Round","Troicki V.","Donskoy E.",35,99,1135,554,7,6,6,4,6,0,NA,NA,NA,NA,3,0,1.16,5,1.21,5,1.21,5.05,1.19,4.68
33,"29/05/17","1st Round","Bautista Agut R.","Millman J.",18,142,2155,416,6,2,6,2,0,6,6,1,NA,NA,3,1,1.04,13,1.04,15.92,1.05,16.5,1.03,12.04
33,"29/05/17","1st Round","Vesely J.","Sock J.",57,15,840,2415,7,5,7,5,6,3,NA,NA,NA,NA,3,0,3,1.4,3.44,1.36,3.44,1.41,3.14,1.36
33,"29/05/17","1st Round","Johnson S.","Sugita Y.",26,78,1565,674,6,3,6,3,6,7,6,7,6,3,3,2,1.22,4.33,1.21,5,1.23,5,1.2,4.5
33,"29/05/17","1st Round","Sousa J.","Tipsarevic J.",59,58,830,840,4,6,7,6,6,2,6,2,NA,NA,3,1,1.9,1.9,1.93,1.97,1.95,1.97,1.89,1.9
33,"29/05/17","1st Round","Djokovic N.","Granollers M.",2,77,7445,675,6,3,6,4,6,2,NA,NA,NA,NA,3,0,1.01,21,1.02,22.73,1.02,26.86,1.01,17.56
33,"29/05/17","1st Round","Napolitano S.","Zverev M.",187,31,293,1311,4,6,7,5,6,2,6,2,NA,NA,3,1,3.5,1.3,3.35,1.38,3.55,1.4,3.29,1.33
33,"29/05/17","1st Round","Dutra Silva R.","Youzhny M.",380,86,121,624,4,6,7,6,2,6,7,6,6,2,3,2,1.66,2.2,1.74,2.22,1.74,2.3,1.68,2.17
33,"29/05/17","1st Round","Goffin D.","Mathieu P.H.",12,120,3055,471,6,2,6,2,6,2,NA,NA,NA,NA,3,0,1.07,9,1.08,10.44,1.08,10.5,1.06,8.97
33,"29/05/17","1st Round","Nadal R.","Paire B.",4,45,5375,950,6,1,6,4,6,1,NA,NA,NA,NA,3,0,1.01,21,1.02,22.73,1.02,26.86,1.02,17.1
33,"29/05/17","1st Round","Bolelli S.","Mahut N.",470,48,78,935,6,4,6,2,6,2,NA,NA,NA,NA,3,0,1.8,2,1.75,2.2,1.83,2.2,1.78,2.02
33,"29/05/17","1st Round","Coric B.","Bourgue M.",40,156,1011,358,7,6,6,3,6,2,NA,NA,NA,NA,3,0,1.1,7,1.13,7.05,1.13,7.45,1.11,6.7
33,"29/05/17","1st Round","Seppi A.","Giraldo S.",83,107,651,517,4,6,6,1,6,2,6,2,NA,NA,3,1,1.66,2.2,1.77,2.18,1.77,2.2,1.71,2.12
33,"29/05/17","1st Round","Kravchuk K.","Delbonis F.",129,139,446,420,6,3,6,4,7,6,NA,NA,NA,NA,3,0,6.5,1.11,6.2,1.16,6.6,1.16,5.97,1.13
33,"29/05/17","1st Round","Cilic M.","Gulbis E.",8,230,3765,230,6,3,6,3,6,3,NA,NA,NA,NA,3,0,1.06,10,1.06,12.02,1.08,12.02,1.06,9.26
33,"29/05/17","1st Round","Ferrer D.","Young D.",33,51,1185,910,5,7,6,3,4,6,6,3,13,11,3,2,1.14,5.5,1.16,6.16,1.16,6.62,1.13,5.82
33,"29/05/17","1st Round","Estrella Burgos V.","Gabashvili T.",90,146,595,401,6,7,2,6,7,6,6,3,6,2,3,2,2.62,1.5,2.73,1.52,2.75,1.57,2.57,1.5
33,"29/05/17","1st Round","Cuevas P.","Hamou M.",23,287,1865,181,6,3,6,2,6,4,NA,NA,NA,NA,3,0,1.06,10,1.07,11,1.09,11,1.06,9.17
33,"29/05/17","1st Round","Lopez F.","Fratangelo B.",36,138,1115,425,6,4,7,6,6,3,NA,NA,NA,NA,3,0,1.5,2.62,1.51,2.76,1.57,2.78,1.51,2.58
33,"29/05/17","1st Round","Kicker N.","Dzumhur D.",87,96,624,565,6,3,2,6,6,3,6,4,NA,NA,3,1,2.62,1.5,2.84,1.49,2.84,1.61,2.62,1.49
33,"29/05/17","1st Round","Fognini F.","Tiafoe F.",29,68,1350,769,6,4,6,3,3,6,1,6,6,0,3,2,1.3,3.5,1.4,3.25,1.42,3.5,1.35,3.2
33,"29/05/17","1st Round","Gasquet R.","De Greef A.",25,127,1605,452,6,2,3,6,6,1,6,3,NA,NA,3,1,1.11,6.5,1.11,8.02,1.13,8.14,1.1,6.99
33,"29/05/17","1st Round","Herbert P.H.","Donaldson J.",82,72,662,731,6,4,7,6,6,4,NA,NA,NA,NA,3,0,1.72,2.1,1.72,2.25,1.73,2.28,1.68,2.19
33,"30/05/17","1st Round","Istomin D.","Escobedo E.",80,75,669,685,7,6,6,3,6,4,NA,NA,NA,NA,3,0,2,1.8,1.99,1.92,2,1.92,1.95,1.84
33,"30/05/17","1st Round","Kyrgios N.","Kohlschreiber P.",19,43,2155,990,6,3,7,6,6,3,NA,NA,NA,NA,3,0,1.53,2.5,1.56,2.62,1.56,2.75,1.51,2.53
33,"30/05/17","1st Round","Klizan M.","Lokoli L.",50,285,925,183,7,6,6,3,4,6,0,6,6,4,3,2,1.22,4.33,1.27,4.22,1.28,4.7,1.24,4.09
33,"30/05/17","1st Round","Del Potro J. M.","Pella G.",30,115,1325,489,6,2,6,1,6,4,NA,NA,NA,NA,3,0,1.25,4,1.34,3.56,1.34,4,1.29,3.62
33,"30/05/17","1st Round","Dolgopolov O.","Berlocq C.",89,64,611,801,7,5,6,3,6,4,NA,NA,NA,NA,3,0,2.1,1.72,2.27,1.71,2.32,1.72,2.22,1.65
33,"30/05/17","1st Round","Chung H.","Querrey S.",67,28,781,1495,6,4,3,6,6,3,6,3,NA,NA,3,1,2.1,1.72,2.02,1.88,2.18,1.88,2.04,1.77
33,"30/05/17","1st Round","Wawrinka S.","Kovalik J.",3,152,5695,376,6,2,7,6,6,3,NA,NA,NA,NA,3,0,1.07,9,1.05,13.9,1.08,13.9,1.04,10.68
33,"30/05/17","1st Round","Anderson K.","Jaziri M.",56,71,845,741,7,6,6,3,7,6,NA,NA,NA,NA,3,0,1.12,6,1.15,6.35,1.15,6.5,1.13,5.91
33,"30/05/17","1st Round","Almagro N.","Baghdatis M.",69,62,755,825,6,7,6,4,6,3,7,6,NA,NA,3,1,1.44,2.75,1.45,3,1.48,3.1,1.43,2.83
33,"30/05/17","1st Round","Verdasco F.","Zverev A.",37,10,1085,3150,6,4,3,6,6,4,6,2,NA,NA,3,1,5,1.16,5.23,1.2,5.38,1.2,4.92,1.17
33,"30/05/17","1st Round","Khachanov K.","Jarry N.",53,207,896,262,6,4,3,6,7,6,6,1,NA,NA,3,1,1.28,3.75,1.29,4.05,1.29,5,1.22,4.27
33,"30/05/17","1st Round","Nishikori K.","Kokkinakis T.",9,NA,3650,NA,4,6,6,1,6,4,6,4,NA,NA,3,1,1.02,17,1.03,17.65,1.03,18.5,1.02,14.08
33,"30/05/17","1st Round","Chardy J.","Albot R.",74,88,705,613,6,2,6,4,7,6,NA,NA,NA,NA,3,0,1.14,5.5,1.17,6.02,1.17,6.02,1.14,5.5
33,"30/05/17","1st Round","Murray A.","Kuznetsov An.",1,73,10370,705,6,4,4,6,6,2,6,0,NA,NA,3,1,1.16,5,1.18,5.55,1.18,5.8,1.16,5.09
33,"30/05/17","1st Round","Lorenzi P.","Berankis R.",34,188,1153,290,6,0,6,2,6,4,NA,NA,NA,NA,3,0,1.3,3.5,1.32,3.74,1.32,3.74,1.3,3.5
33,"30/05/17","1st Round","Monfils G.","Brown D.",16,76,2365,685,6,4,7,5,6,0,NA,NA,NA,NA,3,0,1.08,8,1.1,8.67,1.1,8.67,1.08,7.69
33,"30/05/17","1st Round","Monteiro T.","Muller A.",95,330,570,145,7,6,2,6,4,6,7,6,6,0,3,2,1.08,8,1.13,7.05,1.13,8,1.11,6.69
33,"30/05/17","1st Round","Edmund K.","Elias G.",49,108,933,512,6,3,6,2,7,5,NA,NA,NA,NA,3,0,1.3,3.5,1.34,3.56,1.38,3.56,1.33,3.32
33,"30/05/17","1st Round","Isner J.","Thompson J.",22,92,2020,592,6,3,4,6,7,6,6,3,NA,NA,3,1,1.25,4,1.2,5.24,1.27,5.24,1.22,4.28
33,"30/05/17","1st Round","Berdych T.","Struff J.L.",14,47,2885,943,6,1,6,1,4,6,6,4,NA,NA,3,1,1.2,4.5,1.24,4.65,1.24,5,1.2,4.54
